tabla_origen,datos_raw,motivo_rechazo,fecha_deteccion
Ventas,VentaID=6054 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6060 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6061 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6067 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6068 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6074 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6075 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6081 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6082 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6088 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6089 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6095 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6096 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6102 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6103 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6109 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6110 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6116 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6117 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6123 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6124 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6130 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6131 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6137 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6138 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6144 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6145 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6151 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6152 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6158 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6159 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6165 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6166 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6172 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6173 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6179 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6180 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6186 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6187 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6193 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6194 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6200 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6201 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6207 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6208 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6214 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6215 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6221 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6222 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6228 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6229 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6235 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6236 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6242 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6243 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6249 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6250 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6256 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6257 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6263 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6264 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6270 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6271 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6277 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6278 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6284 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6285 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6291 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6292 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6298 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6299 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6305 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6306 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6312 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6313 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6319 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6320 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6326 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6327 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6333 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6334 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6340 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6341 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6347 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6348 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6354 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6355 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6361 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6362 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6368 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6369 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6375 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6376 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6382 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6383 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6389 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6390 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6396 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6397 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6403 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6404 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6410 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6411 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6417 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6418 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6424 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6425 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6431 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6432 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6438 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6439 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6445 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6446 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6452 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6453 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6459 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6460 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6466 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6467 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6473 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6474 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6480 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6481 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6487 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6488 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6494 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6495 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6501 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6502 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6508 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6509 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6515 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6516 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6522 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6523 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6529 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6530 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6536 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6537 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6543 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6544 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6550 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6551 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6557 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6558 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6564 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6565 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6571 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6572 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6578 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6579 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6585 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6586 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6592 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6593 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6599 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6600 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6606 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6607 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6613 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6614 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6620 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6621 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6627 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6628 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6634 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6635 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6641 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6642 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6648 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6649 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6655 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6656 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6662 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6663 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6669 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6670 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6676 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6677 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6683 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6684 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6690 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6691 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6697 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6698 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6704 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6705 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6711 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6712 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6718 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6719 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6725 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6726 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6732 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6733 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6739 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6740 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6746 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6747 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6753 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6754 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6760 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6761 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6767 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6768 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6774 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6775 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6781 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6782 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6788 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6789 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6795 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6796 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6802 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6803 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6809 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6810 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6816 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6817 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6823 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6824 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6830 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6831 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6837 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6838 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6844 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6845 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6851 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6852 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6858 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6859 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6865 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6866 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6872 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6873 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6879 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6880 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6886 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6887 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6893 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6894 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6900 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6901 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6907 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6908 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6914 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6915 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6921 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6922 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6928 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6929 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6935 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6936 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6942 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6943 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6949 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6950 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6956 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6957 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6963 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6964 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6970 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6971 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6977 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6978 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6984 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6985 ProductoID=7,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
Ventas,VentaID=6991 ProductoID=6,Producto fuera de alcance (categoría no moda) o inexistente,2026-08-11
